author,language,level,level_grammar,level_ortography,level_vocabulary_range,level_vocabulary_control,level_coherence,level_appropriateness,text,text_target,score,cefr,model_input
1061_1202915,1,2,1,2,1,1,1,1,"Stadt X, 27.02.2012. Vielen Dank für Deine Briefe und Einladung. Ich mache ein (1) Woche vor Du meine Prüfung und bestanden habe, ich komme gern in STambaL und bleibe 2 Woche, ich liebe strand und schiffsfahrt das ist sehr Gut. Ich habe meiner Große Opa und Oma im Hauptstadt Ankara, nicht viele Kilometer von STembul. Nach meiner Rückkehr mal wieder zu Hause besuche. Viele Glück und Grüße Maria Eva Müller","Stadt X , 27.02.2012 . Vielen Dank für Deine Briefe und die Einladung . Ich machte eine ( 1 ) Woche vor Dir meine Prüfung und habe bestanden , ich komme gern nach Istanbul und bleibe 2 Wochen , ich liebe Strand und Schiffsfahrt , das ist sehr gut . Ich habe meinen großen Opa und meine Oma in der Hauptstadt Ankara , nicht viele Kilometer von Istanbul . Nach meiner Rückkehr besuche ich dich mal wieder zu Hause . Viel Glück und Grüße Maria Eva Müller",2.3333333333333335,B1,"CEFR Level: B1

Answer:
Stadt X, 27.02.2012. Vielen Dank für Deine Briefe und Einladung. Ich mache ein (1) Woche vor Du meine Prüfung und bestanden habe, ich komme gern in STambaL und bleibe 2 Woche, ich liebe strand und schiffsfahrt das ist sehr Gut. Ich habe meiner Große Opa und Oma im Hauptstadt Ankara, nicht viele Kilometer von STembul. Nach meiner Rückkehr mal wieder zu Hause besuche. Viele Glück und Grüße Maria Eva Müller"
1061_0120325,1,2,2,2,2,2,2,3,"Libe Silke, Stadt X 24.02.12. Danke für dich einen Brif. Uns geht es auch ganz gut. Maria geht schon in der Gimnasium, Eva besucht in der sechste Klasse in Realschule. Mein Mann natürlich auch viel arbeiten. Ich gehe in den Sprachkurs in Stadt X. Wir haben eine Hund husky, er heißt Bello. Er ist meiner Tochter Maria. Bello ist serh groß und freutlich. Wir müssen mit ihn viel spielen. Da fällt mir ein. Ich habe Geburstag in nächste Monat. Ich möchte viel gesucht und natürlich würde ich in dises Jahr für mich gute arbeit, das ist genug. Natürlich besuche ich dich mit meine Familie. In nächste Woche im Freitag? Passt dir? Wir möchten ein paar Tage bleiben bei uns. Ich freue mich für unsere besucht Viele Grüße! Bis bald Maria -image-","Liebe Silke , Stadt X 24.02.12 . danke für einen Brief . Uns geht es auch ganz gut . Maria geht schon in das Gymnasium , Eva besucht die sechste Klasse in der Realschule . Mein Mann arbeitet natürlich auch viel . Ich gehe in den Sprachkurs in Stadt X . Wir haben einen Hund , einen Husky , er heißt Bello . Er ist bei meiner Tochter Maria . Bello ist sehr groß und freundlich . Wir müssen mit ihm viel spielen . Da fällt mir ein , ich habe Geburtstag nächsten Monat . Ich möchte viel Besuch und natürlich würde ich mir dieses Jahr eine gute Arbeit wünschen , das ist genug . Natürlich besuche ich dich mit meiner Familie . Nächste Woche am Freitag ? Passt dir das ? Wir möchten ein paar Tage bei uns bleiben . Ich freue mich für unseren Besuch ! Viele Grüße ! Bis bald Maria -image-",4.333333333333333,B1,"CEFR Level: B1

Answer:
Libe Silke, Stadt X 24.02.12. Danke für dich einen Brif. Uns geht es auch ganz gut. Maria geht schon in der Gimnasium, Eva besucht in der sechste Klasse in Realschule. Mein Mann natürlich auch viel arbeiten. Ich gehe in den Sprachkurs in Stadt X. Wir haben eine Hund husky, er heißt Bello. Er ist meiner Tochter Maria. Bello ist serh groß und freutlich. Wir müssen mit ihn viel spielen. Da fällt mir ein. Ich habe Geburstag in nächste Monat. Ich möchte viel gesucht und natürlich würde ich in dises Jahr für mich gute arbeit, das ist genug. Natürlich besuche ich dich mit meine Familie. In nächste Woche im Freitag? Passt dir? Wir möchten ein paar Tage bleiben bei uns. Ich freue mich für unsere besucht Viele Grüße! Bis bald Maria -image-"
1061_0120332,1,2,1,2,2,2,2,1,"Liebe Silke Stadt X den 13-2-2012 ich habe deinen Bieref bekommen. Ich komme morgen zu besuch. Meine Famiele geht es gut. begrußen dir von meine Famiele. Ich mag nich Tiere, weil ich keine Zeit habe. Ich gehe in den Deutsch kurs. deshalb muss ich über dienen Vorschlag absagen. Ich rate dir, können sie einen Tippich zum Geburstag mitbringen. ich habe einen anderen Vorschlag, wen du einverstanden bin, kannst du eine Blumen mit bringen. Dann bis morgen. Viele Grüße. Michael","Liebe Silke , Stadt X den 13-2 - 2012 ich habe deinen Brief bekommen . Ich komme morgen zu Besuch . Meiner Familie geht es gut . Ich grüße dich von meiner Familie . Ich mag Tiere nicht , weil ich keine Zeit habe . Ich gehe in den Deutschkurs . Deshalb muss ich deinen Vorschlag absagen . Ich rate dir , einen Teppich zum Geburtstag mitzubringen . Ich habe einen anderen Vorschlag , wenn du einverstanden bist , kannst du Blumen mitbringen . Dann bis morgen . Viele Grüße . Michael",3.333333333333334,B1,"CEFR Level: B1

Answer:
Liebe Silke Stadt X den 13-2-2012 ich habe deinen Bieref bekommen. Ich komme morgen zu besuch. Meine Famiele geht es gut. begrußen dir von meine Famiele. Ich mag nich Tiere, weil ich keine Zeit habe. Ich gehe in den Deutsch kurs. deshalb muss ich über dienen Vorschlag absagen. Ich rate dir, können sie einen Tippich zum Geburstag mitbringen. ich habe einen anderen Vorschlag, wen du einverstanden bin, kannst du eine Blumen mit bringen. Dann bis morgen. Viele Grüße. Michael"
1031_0002187,1,4,3,4,4,3,3,3,"Ein Haus, oder eine Wohnung zu mieten oder kaufen in Stadt X könnte entweder teuer oder billig sein. Das kommt darauf an die Ort und der Umgebung wo man leben möchte. Studenten, z.B., werden es immer schaffen Geld zu sparen, da es Studentenwohnungen gibt, die ganz billig und günstig sein könnten. Mansche Studenten suchen sich diese Studentenwohnungen, in Orten wie Stadtteil X oder Stadtteil Y aus, weil die Umgebung ganz lebendig und „Multikulti"" sein könnte. Für Menschen, die ein ruhiges Leben erhalten wollen, die auch bereits sind, mehr Geld auszugeben, Orten wie Stadtteil Z wurde empfehlen. Orten in der Nähe von Zentralplatz bis Bahnhofsstraße wären die ideale Umgebung für Familien. Solche Straßen bieten immer freie Wohnungen an, die normalerweiße in der Ecke von dem Einkaufszentrum sind. Wenn man jedoch ein Haus kaufen möchte, man sollte aber auch bereit sein, mehrere Verantwortungen zu übernehmen. Im vergleich mit dem Mieten einer Wohnung ist das Hauskaufen schwieriger. Man achtet nicht nur auf die Ort wo man sein Haus haben möchte, aber auch auf die andere Voraussetzungen die immer nachgefragt wurden.","Ein Haus oder eine Wohnung in Stadt X zu mieten oder zu kaufen könnte entweder teuer oder billig sein . Das kommt auf den Ort und die Umgebung , wo man leben möchte , an . Studenten z.B. werden es immer schaffen , Geld zu sparen , da es Studentenwohnungen gibt , die ganz billig und günstig sein können . Manche Studenten suchen sich diese Studentenwohnungen in Orten wie Stadtteil X oder Stadtteil Y aus , weil die Umgebung ganz lebendig und "" multikulti "" sein könnte . Für Menschen , die ein ruhiges Leben erhalten wollen , die auch dazu bereit sind , mehr Geld auszugeben , werde ich Orte  wie Stadtteil Z empfehlen . Orte in der Nähe von Zentralplatz bis Bahnhofsstraße wären die ideale Umgebung für Familien . Solche Straßen bieten immer freie Wohnungen an , die normalerweise an der Ecke von dem Einkaufszentrum sind . Wenn man jedoch ein Haus kaufen möchte , sollte man aber auch dazu bereit sein , mehrere Verantwortungen zu übernehmen . Im Vergleich zu dem Mieten einer Wohnung ist das Hauskaufen schwieriger . Man achtet nicht nur auf den Ort , wo man sein Haus haben möchte , aber auch auf die anderen Voraussetzungen , die immer nachgefragt wurden .",6.666666666666668,C1,"CEFR Level: C1

Answer:
Ein Haus, oder eine Wohnung zu mieten oder kaufen in Stadt X könnte entweder teuer oder billig sein. Das kommt darauf an die Ort und der Umgebung wo man leben möchte. Studenten, z.B., werden es immer schaffen Geld zu sparen, da es Studentenwohnungen gibt, die ganz billig und günstig sein könnten. Mansche Studenten suchen sich diese Studentenwohnungen, in Orten wie Stadtteil X oder Stadtteil Y aus, weil die Umgebung ganz lebendig und „Multikulti"" sein könnte. Für Menschen, die ein ruhiges Leben erhalten wollen, die auch bereits sind, mehr Geld auszugeben, Orten wie Stadtteil Z wurde empfehlen. Orten in der Nähe von Zentralplatz bis Bahnhofsstraße wären die ideale Umgebung für Familien. Solche Straßen bieten immer freie Wohnungen an, die normalerweiße in der Ecke von dem Einkaufszentrum sind. Wenn man jedoch ein Haus kaufen möchte, man sollte aber auch bereit sein, mehrere Verantwortungen zu übernehmen. Im vergleich mit dem Mieten einer Wohnung ist das Hauskaufen schwieriger. Man achtet nicht nur auf die Ort wo man sein Haus haben möchte, aber auch auf die andere Voraussetzungen die immer nachgefragt wurden."
1091_0000015,1,1,2,2,1,1,2,2,"Stadt X,05.01.2012 Liebe Julia, ich will nach Paris fahren, denn ich habe eine Fahrkarte für einen Wochenendausflug gekauft. Leider kann ich nicht fahren, weil meine Eltern besuchen wollen. Ich habe die Fahrkarte für 14.01.2012 gekauft. Wenn du Zeit in 14.01.2012 hast. rufst du mich an. Viele Grüße Eva.","Stadt X , 05.01.2012 Liebe Julia , ich will nach Paris fahren , denn ich habe eine Fahrkarte für einen Wochenendausflug gekauft . Leider kann ich nicht fahren , weil meine Eltern mich besuchen wollen . Ich habe die Fahrkarte für den 14.01.2012 gekauft . Wenn du Zeit am 14.01.2012 hast , rufst du mich an . Viele Grüße Eva",3.333333333333334,A2,"CEFR Level: A2

Answer:
Stadt X,05.01.2012 Liebe Julia, ich will nach Paris fahren, denn ich habe eine Fahrkarte für einen Wochenendausflug gekauft. Leider kann ich nicht fahren, weil meine Eltern besuchen wollen. Ich habe die Fahrkarte für 14.01.2012 gekauft. Wenn du Zeit in 14.01.2012 hast. rufst du mich an. Viele Grüße Eva."
1071_0024772,1,0,0,1,0,0,0,0,Stadt X. 26-4-12 Liber Jens du bist glücklish wie get es das Beby michael? Ich hofe vile Gruße wie get es der Muttr das Beby? Ich wünsche vile Glük Liber Gruße Friedrich,"Stadt X . 26.4 . 12 Lieber Jens , du bist glücklich . Wie geht es dem Baby Michael ? Ich hoffe viele Grüße ; wie geht es der Mutter des Babys ? Ich wünsche viel Glück ! Liebe Grüße Friedrich",0.3333333333333333,A1,"CEFR Level: A1

Answer:
Stadt X. 26-4-12 Liber Jens du bist glücklish wie get es das Beby michael? Ich hofe vile Gruße wie get es der Muttr das Beby? Ich wünsche vile Glük Liber Gruße Friedrich"
1061_1202919,1,2,2,2,2,2,1,2,"Liebe Susana, Herzliche Glückwunsch zum deinen bestandenen Prüfung. Es ist schön, wenn man Verwandte im Ausland hat, die man ab und zu besuchen kann. Ich möchte dir bescheid sage, ich wolte 22-te Merz nach Stadt X fligen. Meine verwandte wohnen in Stadt X und ich möchte ihnen besuche. Aus Stadt X eine kleine Berchepupe ich schicke dir. Nach dem zwei woche, ich komme züruck und besuche dich. Viele Grüße Dana","Liebe Susana , herzlichen Glückwunsch zu deiner bestandenen Prüfung . Es ist schön , wenn man Verwandte im Ausland hat , die man ab und zu besuchen kann . Ich möchte dir Bescheid sagen , ich wollte am 22sten März nach Stadt X fliegen . Meine Verwandten wohnen in Stadt X und ich möchte sie besuchen . Aus Stadt X schicke ich dir eine kleine Berchetpuppe . Nach den zwei Wochen komme ich züruck und besuche dich . Viele Grüße Dana",3.6666666666666665,B1,"CEFR Level: B1

Answer:
Liebe Susana, Herzliche Glückwunsch zum deinen bestandenen Prüfung. Es ist schön, wenn man Verwandte im Ausland hat, die man ab und zu besuchen kann. Ich möchte dir bescheid sage, ich wolte 22-te Merz nach Stadt X fligen. Meine verwandte wohnen in Stadt X und ich möchte ihnen besuche. Aus Stadt X eine kleine Berchepupe ich schicke dir. Nach dem zwei woche, ich komme züruck und besuche dich. Viele Grüße Dana"
1023_0101907,1,3,3,4,4,4,3,3,"Maria Winkelmann Bahnhofsstraße 123 1234 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Stadt X, den 20. März 2010 Bewerbung um eine Praktikumstelle Sehr geehrte Damen und Herren, ich studiere am 9. Semester Informatik an der Fachhochschule Stadt X. Um mein Studium abzuschließen, muss ich noch ein Praktikum machen. Deshalb möchte ich mich bei Ihnen als Vertriebspraktikantin bewerben. Die ersten Erfahrungen im Verkauf habe ich schon gesammelt, das heißt während der Sommerferien habe ich in einem Computer Laden gearbeitet. Dort habe ich mich mit den Grundaufgaben und Tätigkeiten vertraut gemacht. Ich war beim Verkauf tätig, ich habe anfallende Probleme mit dem Computer und System gelöst, ich habe gerne den Kunden beraten und bei Bedarf den Kundendienst übernommen. Die Arbeit hat mir sehr viel Spaß gemacht und ich habe dabei sehr viel gelernt. Ich kenne sowohl Vor- als auch Nachteile einer Arbeit im Computer Geschäft. Mein Sommerjob hat mir gezeigt, dass ich gerne im Team arbeite. Ich bin sehr kontaktfreudig, flexibel, zuverlessig und selbstbewusst. Ich kann sehr gut Englisch und Polnisch, nicht nur mündlich sondern auch schriftlich. Computer und Informatik - das sind meine Leidenschaft. Mit dem Einstieg in Ihr Unternehmen verbinde ich die Erwartung mein Wissen und meine Erfahrungen einbringen zu können. Ich bin davon überzeugt, dass ich die genannten Voraussetzungen besitze und mit grosser Motivation und viel Engagement die Anforderungen erfüllen kann. Über ein persönliches Gespräch würde ich mich sehr freuen. Falls Sie weitere Informationen benötigen, stehe ich Ihnen jeder Zeit gerne zur Verfügung. Mit freundlichen Grüßen Maria Winkelmann","Maria Winkelmann Bahnhofsstraße 123 1234 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Stadt X , den 20 . März 2010 Bewerbung um eine Praktikumstelle Sehr geehrte Damen und Herren , ich studiere im 9 . Semester Informatik an der Fachhochschule Stadt X . Um mein Studium abzuschließen , muss ich noch ein Praktikum machen . Deshalb möchte ich mich bei Ihnen als Vertriebspraktikantin bewerben . Die ersten Erfahrungen im Verkauf habe ich schon gesammelt , das heißt während der Sommerferien habe ich in einem Computerladen gearbeitet . Dort habe ich mich mit den Grundaufgaben und Tätigkeiten vertraut gemacht . Ich war im Verkauf tätig , ich habe anfallende Probleme mit dem Computer und mit System gelöst , ich habe gerne den Kunden beraten und bei Bedarf den Kundendienst übernommen . Die Arbeit hat mir sehr viel Spaß gemacht und ich habe dabei sehr viel gelernt . Ich kenne sowohl Vor - als auch Nachteile einer Arbeit im Computergeschäft . Mein Sommerjob hat mir gezeigt , dass ich gerne im Team arbeite . Ich bin sehr kontaktfreudig , flexibel , zuverlässig und selbstbewusst . Ich kann sehr gut Englisch und Polnisch , nicht nur mündlich , sondern auch schriftlich . Computer und Informatik - das ist meine Leidenschaft . Mit dem Einstieg in Ihr Unternehmen verbinde ich die Erwartung , mein Wissen und meine Erfahrungen einbringen zu können . Ich bin davon überzeugt , dass ich die genannten Voraussetzungen besitze und mit großer Motivation und viel Engagement die Anforderungen erfüllen kann . Über ein persönliches Gespräch würde ich mich sehr freuen . Falls Sie weitere Informationen benötigen , stehe ich Ihnen jederzeit gerne zur Verfügung . Mit freundlichen Grüßen Maria Winkelmann",7.0,B2,"CEFR Level: B2

Answer:
Maria Winkelmann Bahnhofsstraße 123 1234 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn Stadt X, den 20. März 2010 Bewerbung um eine Praktikumstelle Sehr geehrte Damen und Herren, ich studiere am 9. Semester Informatik an der Fachhochschule Stadt X. Um mein Studium abzuschließen, muss ich noch ein Praktikum machen. Deshalb möchte ich mich bei Ihnen als Vertriebspraktikantin bewerben. Die ersten Erfahrungen im Verkauf habe ich schon gesammelt, das heißt während der Sommerferien habe ich in einem Computer Laden gearbeitet. Dort habe ich mich mit den Grundaufgaben und Tätigkeiten vertraut gemacht. Ich war beim Verkauf tätig, ich habe anfallende Probleme mit dem Computer und System gelöst, ich habe gerne den Kunden beraten und bei Bedarf den Kundendienst übernommen. Die Arbeit hat mir sehr viel Spaß gemacht und ich habe dabei sehr viel gelernt. Ich kenne sowohl Vor- als auch Nachteile einer Arbeit im Computer Geschäft. Mein Sommerjob hat mir gezeigt, dass ich gerne im Team arbeite. Ich bin sehr kontaktfreudig, flexibel, zuverlessig und selbstbewusst. Ich kann sehr gut Englisch und Polnisch, nicht nur mündlich sondern auch schriftlich. Computer und Informatik - das sind meine Leidenschaft. Mit dem Einstieg in Ihr Unternehmen verbinde ich die Erwartung mein Wissen und meine Erfahrungen einbringen zu können. Ich bin davon überzeugt, dass ich die genannten Voraussetzungen besitze und mit grosser Motivation und viel Engagement die Anforderungen erfüllen kann. Über ein persönliches Gespräch würde ich mich sehr freuen. Falls Sie weitere Informationen benötigen, stehe ich Ihnen jeder Zeit gerne zur Verfügung. Mit freundlichen Grüßen Maria Winkelmann"
1071_0242072,1,0,0,0,0,0,0,0,"Lieber Jens, wie geht es Dir? Herzliche Glückwünsche!","Lieber Jens , wie geht es Dir ? Herzliche Glückwünsche !",0.0,A1,"CEFR Level: A1

Answer:
Lieber Jens, wie geht es Dir? Herzliche Glückwünsche!"
1023_0109399,1,3,2,3,2,2,2,2,"Julia Meier Müllergasse 12 Stadt X, den 24.09.011 1234 Stadt X Au-Pair-Agentur Schultz & Partner Regenstr. 101 90451 Nürnberg Betreff: Beschwerde über Au-Pair-Agentur Sehr geehrte Damen und Herrn, mit grossem Interesse habe ich Ihre Anzeige gelessen und war ich sofort begeistert. Da ich sehr lange auf der Suche nach guter Agentur habe ich mich ohne werzweifflung für Ihr Angebot entschieden. Aber Leider müsste ich feststellen, das Ihre Info entsprach nicht von der Realität. Erestens war ich überhaupt nich zufriden mit meiner Situation in der Gastfamilie nicht nur, sondern die Betreuung für mich war eine Tragedy. Zweitens der Bedingung des Vertrag entsprach keiner Weise. Ich habe mich gewünscht, dass ich von Ihrem Angebot profitiern kann. Aber die Entäuschung war einfach grösser und ich habe einfach ViertelJahr bei dieser Gastfamilie in Deutschland ferlloren. Deswegen ich aufforder Sie teils meins Geld zurück. Vielen Dank im Voraus für Ihr Verständnis. Mit freundlichen Grüssen J. Müller","Julia Meier Müllergasse 12 Stadt X , den 24.09.011 1234 Stadt X Au-pair-Agentur Schultz & Partner Regenstr . 101 90451 Nürnberg Betreff : Beschwerde über Au-pair-Agentur Sehr geehrte Damen und Herren , mit grossem Interesse habe ich Ihre Anzeige gelesen und war ich sofort begeistert . Da ich sehr lange auf der Suche nach einer guten Agentur war , habe ich mich ohne Verzweiflung für Ihr Angebot entschieden . Aber leider musste ich feststellen , dass Ihre Info nicht der Realität entsprach . Erstens war ich nicht nur überhaupt nicht zufrieden mit meiner Situation in der Gastfamilie , sondern die Betreuung für mich war eine Tragödie . Zweitens entsprach sie in keiner Weise der Bedingung des Vertrags . Ich habe mir gewünscht , dass ich von Ihrem Angebot profitieren kann . Aber die Entäuschung war einfach grösser und ich habe einfach ein Vierteljahr bei dieser Gastfamilie in Deutschland verloren . Deswegen fordere ich Sie auf , teils mein Geld zurückzuzahlen . Vielen Dank im Voraus für Ihr Verständnis . Mit freundlichen Grüssen J . Müller",4.333333333333333,B2,"CEFR Level: B2

Answer:
Julia Meier Müllergasse 12 Stadt X, den 24.09.011 1234 Stadt X Au-Pair-Agentur Schultz & Partner Regenstr. 101 90451 Nürnberg Betreff: Beschwerde über Au-Pair-Agentur Sehr geehrte Damen und Herrn, mit grossem Interesse habe ich Ihre Anzeige gelessen und war ich sofort begeistert. Da ich sehr lange auf der Suche nach guter Agentur habe ich mich ohne werzweifflung für Ihr Angebot entschieden. Aber Leider müsste ich feststellen, das Ihre Info entsprach nicht von der Realität. Erestens war ich überhaupt nich zufriden mit meiner Situation in der Gastfamilie nicht nur, sondern die Betreuung für mich war eine Tragedy. Zweitens der Bedingung des Vertrag entsprach keiner Weise. Ich habe mich gewünscht, dass ich von Ihrem Angebot profitiern kann. Aber die Entäuschung war einfach grösser und ich habe einfach ViertelJahr bei dieser Gastfamilie in Deutschland ferlloren. Deswegen ich aufforder Sie teils meins Geld zurück. Vielen Dank im Voraus für Ihr Verständnis. Mit freundlichen Grüssen J. Müller"
1031_0003261,1,4,3,3,3,3,3,3,"Sehr geehrte Damen und Herren, S. X, 01.10.11 ich möchte ein Artikel über das Thema ""Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes Fortzusetzen, oder soll man sich an der Kultur des Gastlandes orientieren?"" schreiben. Ich glaube, dass, wenn man nach einen anderen Land umzieht, soll man an der Kultur des Gastlandes orientieren, besonders, wenn man da nur kurz zeit verbracht. In realität ist es doch nicht so einfach. Z.B. die Englischen Kultur ist sehr dominant und, wenn man alein mit seiner Kultur ist, ist unmöglich oder sehr schwer die Traditionen seines Heimatlands fortzusetzen. Ich lebte auch ein Jahr in England und ich hatte sehr wenig Chanse, meine eigene Traditionen zu üben Engländer waren immer über ungariche Kultur sehr interressiert aber, wenn ich sagte: ""sollen wir dann so machen?"" sie, antworteten immer so ""Nein unseres Weg ist besser."" Offensichtlich, wenn ich nicht ellein gewäsen wäre, sonder zusemmen mit andere Ungarischen dann könnte ich sicherlich zum Beispiel eine Erinnerung der 15. März halten. Ich glaube, dass es ganz normal ist, was Engländer machen, aber si könnten eigentlich etwas neu ausprobieren. Ich würde auch zu einem Ausländer sagen dass du jetzt in Ungarn bist, und wir mach diese Sachen so, also macht die auch so! Ich bin immer öffentlich mit fremden Kulturen und ich möchte immer Traditionen von andere Länder kennenlernen und ausprobieren aber in dem Land wo sie gehören. Pasta in Italien, Sauerkraut in Deutschlan und so weiter. Deswegen glaube ich dass die Antwort auf dies Frage nicht so einfach ist und man muss immer selbst entscheiden in der gegeben Situation ob er orientiert oder fortsetzt.","Sehr geehrte Damen und Herren , S . X , 01.10.11 ich möchte einen Artikel über das Thema "" Ist es sinnvoll , auch im Ausland die Traditionen seines Heimatlandes fortzusetzen , oder soll man sich an der Kultur des Gastlandes orientieren ? "" schreiben . Ich glaube , dass , wenn man in ein anderes Land umzieht , man sich an der Kultur des Gastlandes orientieren soll , besonders , wenn man da nur kurze Zeit verbringt . In der Realität ist es doch nicht so einfach . Z.B. die englische Kultur ist sehr dominant und , wenn man allein mit seiner Kultur ist , es ist unmöglich oder sehr schwer , die Traditionen seines Heimatlands fortzusetzen . Ich lebte auch ein Jahr in England und ich hatte sehr wenig Chancen , meine eigenen Traditionen zu üben . Die Engländer waren immer sehr an der ungarischen Kultur interessiert , aber , wenn ich sagte : "" Sollen wir es dann so machen ? "" , antworteten sie immer so : "" Nein , unser Weg ist besser . "" Offensichtlich , wenn ich nicht allein gewesen wäre , sondern zusammen mit anderen Ungarischen , dann könnte ich sicherlich zum Beispiel eine Erinnerung an den 15 . März halten . Ich glaube , dass es ganz normal ist , was Engländer machen , aber sie könnten eigentlich etwas Neues ausprobieren . Ich würde auch zu einem Ausländer sagen , dass du jetzt in Ungarn bist , und wir machen diese Sachen so , also macht die auch so ! Ich bin immer öffentlich mit fremden Kulturen und ich möchte immer Traditionen von anderen Ländern kennenlernen und ausprobieren , aber in dem Land , in das sie gehören . Pasta in Italien , Sauerkraut in Deutschland und so weiter . Deswegen glaube ich , dass die Antwort auf diese Frage nicht so einfach ist , und man muss immer selbst entscheiden in der gegebenen Situation , ob er sich orientiert oder etwas fortsetzt .",6.0,C1,"CEFR Level: C1

Answer:
Sehr geehrte Damen und Herren, S. X, 01.10.11 ich möchte ein Artikel über das Thema ""Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes Fortzusetzen, oder soll man sich an der Kultur des Gastlandes orientieren?"" schreiben. Ich glaube, dass, wenn man nach einen anderen Land umzieht, soll man an der Kultur des Gastlandes orientieren, besonders, wenn man da nur kurz zeit verbracht. In realität ist es doch nicht so einfach. Z.B. die Englischen Kultur ist sehr dominant und, wenn man alein mit seiner Kultur ist, ist unmöglich oder sehr schwer die Traditionen seines Heimatlands fortzusetzen. Ich lebte auch ein Jahr in England und ich hatte sehr wenig Chanse, meine eigene Traditionen zu üben Engländer waren immer über ungariche Kultur sehr interressiert aber, wenn ich sagte: ""sollen wir dann so machen?"" sie, antworteten immer so ""Nein unseres Weg ist besser."" Offensichtlich, wenn ich nicht ellein gewäsen wäre, sonder zusemmen mit andere Ungarischen dann könnte ich sicherlich zum Beispiel eine Erinnerung der 15. März halten. Ich glaube, dass es ganz normal ist, was Engländer machen, aber si könnten eigentlich etwas neu ausprobieren. Ich würde auch zu einem Ausländer sagen dass du jetzt in Ungarn bist, und wir mach diese Sachen so, also macht die auch so! Ich bin immer öffentlich mit fremden Kulturen und ich möchte immer Traditionen von andere Länder kennenlernen und ausprobieren aber in dem Land wo sie gehören. Pasta in Italien, Sauerkraut in Deutschlan und so weiter. Deswegen glaube ich dass die Antwort auf dies Frage nicht so einfach ist und man muss immer selbst entscheiden in der gegeben Situation ob er orientiert oder fortsetzt."
1071_0024798,1,0,1,1,0,0,0,1,"Liebe Ingo, Wie geht´s dir? Mir geht´s gut. Ich habe eine Arbeit in Neuburg. Ich brauche neue Wohnung in Neuburg. Kannst du mir hilfen? Kannst du mir bei der Wohnungssuche. Ich brauch 50 m². Deine Maria","Lieber Ingo , wie geht´s dir ? Mir geht´s gut . Ich habe eine Arbeit in Neuburg . Ich brauche eine neue Wohnung in Neuburg . Kannst du mir helfen ? Kannst du mir bei der Wohnungssuche helfen ? Ich brauche 50 m ² . Deine Maria",1.0,A1,"CEFR Level: A1

Answer:
Liebe Ingo, Wie geht´s dir? Mir geht´s gut. Ich habe eine Arbeit in Neuburg. Ich brauche neue Wohnung in Neuburg. Kannst du mir hilfen? Kannst du mir bei der Wohnungssuche. Ich brauch 50 m². Deine Maria"
